Numărul circumscripției electorale județene și a municipiului București,Denumirea circumscripției electorale,Denumirea formațiunii politice/Candidat independent,Pozitie Buletin,Denumirea membrului din cadrul alianței care a propus candidatul,Numele candidatului,Prenumele candidatului,Funcția pentru care candidează,Pozitie lista
35,SUCEAVA,ALIANȚA PENTRU UNIREA ROMÂNILOR,3,,VASILIU,IONEL,SENAT,2
35,SUCEAVA,ALIANȚA PENTRU UNIREA ROMÂNILOR,3,,BALABAȘCIUC,MUGUREL-SORIN,SENAT,3
35,SUCEAVA,ALIANȚA PENTRU UNIREA ROMÂNILOR,3,,PINTILEI,OANA-ELENA,SENAT,4
35,SUCEAVA,ALIANȚA PENTRU UNIREA ROMÂNILOR,3,,SIRETEAN,MIRCEA,SENAT,5
35,SUCEAVA,ALIANȚA PENTRU UNIREA ROMÂNILOR,3,,TOMNIUC,CRISTIAN,SENAT,6
35,SUCEAVA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,7,,ONORIU,EMANUEL,SENAT,1
35,SUCEAVA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,16,,MARIN,ION,SENAT,1
35,SUCEAVA,FORȚA DREPTEI,5,,DULGHERU,PETREA,SENAT,1
35,SUCEAVA,FORȚA DREPTEI,5,,ROȘU,ALEXANDRU,SENAT,2
35,SUCEAVA,FORȚA DREPTEI,5,,ȘALAR,FLORIN,SENAT,3
35,SUCEAVA,FORȚA DREPTEI,5,,OPREA,GABRIELA-CARMEN,SENAT,4
35,SUCEAVA,FORȚA DREPTEI,5,,POPESCU,COSTICĂ,SENAT,5
35,SUCEAVA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,18,,CRIHAN,GHEORGHE,SENAT,1
35,SUCEAVA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,18,,URSU,PETRU,SENAT,2
35,SUCEAVA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,18,,MORARIU,MIHAI,SENAT,3
35,SUCEAVA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,18,,POTOP,GRIGORE,SENAT,4
35,SUCEAVA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,18,,DĂNILĂ,CORNELIU,SENAT,5
35,SUCEAVA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,18,,BENEA,MIHAELA,SENAT,6
35,SUCEAVA,PARTIDUL NAȚIONAL LIBERAL,1,,FLUTUR,GHEORGHE,SENAT,1
35,SUCEAVA,PARTIDUL NAȚIONAL LIBERAL,1,,ILISOI,OCTAVIAN,SENAT,2
35,SUCEAVA,PARTIDUL NAȚIONAL LIBERAL,1,,TABARCEA,GEORGIANA-ANCA,SENAT,3
35,SUCEAVA,PARTIDUL NAȚIONAL LIBERAL,1,,SEREDENCIUC,VIOREL,SENAT,4
35,SUCEAVA,PARTIDUL NAȚIONAL LIBERAL,1,,BENȚA,CODRIN,SENAT,5
35,SUCEAVA,PARTIDUL NAȚIONAL LIBERAL,1,,GHERGHEL,GRAȚIAN-DECEBAL,SENAT,6
35,SUCEAVA,PARTIDUL NOUA ROMÂNIE,17,,VELNICIUC,GHEORGHIȚĂ,SENAT,1
35,SUCEAVA,PARTIDUL OAMENILOR TINERI,19,,BURȚILĂ,ALEXANDRU-DAN,SENAT,1
35,SUCEAVA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,20,,UNGUREANU,MARIANA,SENAT,1
35,SUCEAVA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,11,,BEREANU,NECULAI,SENAT,1
35,SUCEAVA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,11,,GUZGĂ,ANDREEA-MARIA,SENAT,2
35,SUCEAVA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,11,,ARHIRE,LUCIAN,SENAT,3
35,SUCEAVA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,11,,TODIREANU,LILIANA,SENAT,4
35,SUCEAVA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,11,,IRIMIA,IULIAN,SENAT,5
35,SUCEAVA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,11,,VASILIU,CĂTĂLIN-IOAN,SENAT,6
35,SUCEAVA,PARTIDUL SOCIAL DEMOCRAT,2,,STAN,IOAN,SENAT,1
35,SUCEAVA,PARTIDUL SOCIAL DEMOCRAT,2,,ȘOLOGON,IOAN-CRISTIAN,SENAT,2
35,SUCEAVA,PARTIDUL SOCIAL DEMOCRAT,2,,MÎNDRUȚĂ,GHEORGHIȚĂ,SENAT,3
35,SUCEAVA,PARTIDUL SOCIAL DEMOCRAT,2,,COCRIȘ,DOINIȚA-NELA,SENAT,4
35,SUCEAVA,PARTIDUL SOCIAL DEMOCRAT,2,,MUSCĂ,CIPRIAN-DUMITRU,SENAT,5
35,SUCEAVA,PARTIDUL SOCIAL DEMOCRAT,2,,COSTAN,CIPRIAN-IOAN,SENAT,6
35,SUCEAVA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,10,,BĂLAN,SILVESTRU-RĂDĂUȚI,SENAT,1
35,SUCEAVA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,10,,ȘMADICI,VLĂDUȚ-SILVIU,SENAT,2
35,SUCEAVA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,10,,STOLERCIUC,BOGDAN-COSTICĂ,SENAT,3
35,SUCEAVA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,10,,STRUGARIU,CONSTANTIN,SENAT,4
35,SUCEAVA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,10,,IȚCUȘ,IOAN-ILIE,SENAT,5
35,SUCEAVA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,10,,DIACONESCU,MARIUS-PETRONEL,SENAT,6
35,SUCEAVA,PARTIDUL SOCIAL DEMOCRAT UNIT,8,,CATRIN,MARIUS-IONUȚ,SENAT,1
35,SUCEAVA,PARTIDUL S.O.S. ROMÂNIA,13,,CUȘNIR,RODICA,SENAT,1
35,SUCEAVA,PARTIDUL S.O.S. ROMÂNIA,13,,GROSARIU,OVIDIU-DRAGOȘ,SENAT,2
35,SUCEAVA,PARTIDUL S.O.S. ROMÂNIA,13,,SIMIONIUC,ELENA-CĂTĂLINA,SENAT,3
35,SUCEAVA,PARTIDUL S.O.S. ROMÂNIA,13,,GEOSU,IONUȚ-DANIEL,SENAT,4
35,SUCEAVA,PARTIDUL S.O.S. ROMÂNIA,13,,NEDEA,GHEORGHE,SENAT,5
35,SUCEAVA,PARTIDUL S.O.S. ROMÂNIA,13,,VALCU,NECULAI-VALENTIN,SENAT,6
35,SUCEAVA,PATRIOȚII POPORULUI ROMÂN,15,,SPIRIDON,VIOREL,SENAT,1
35,SUCEAVA,ROMÂNIA SOCIALISTĂ,9,PARTIDUL SOCIALIST ROMÂN,FLUTUR,FLOAREA-ELEONORA,SENAT,1
35,SUCEAVA,ROMÂNIA SOCIALISTĂ,9,PARTIDUL COMUNIST ROMÂN - SECOLUL XXI,CREȚU,VASILE,SENAT,2
35,SUCEAVA,ROMÂNIA SOCIALISTĂ,9,PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR,TAVȘANCE,PAUL-VALERIU,SENAT,3
35,SUCEAVA,ROMÂNIA SOCIALISTĂ,9,PARTIDUL SOCIALIST ROMÂN,HANGANU,PETRU,SENAT,4
35,SUCEAVA,ROMÂNIA SOCIALISTĂ,9,PARTIDUL SOCIALIST ROMÂN,PASCU,MIHAILA,SENAT,5
35,SUCEAVA,ROMÂNIA SOCIALISTĂ,9,PARTIDUL SOCIALIST ROMÂN,CAPRĂ,OLGA,SENAT,6
35,SUCEAVA,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE,14,,ALDEA,ELENA-MĂDĂLINA,SENAT,1
35,SUCEAVA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,6,,AMBRUS,JÓZSEF,SENAT,1
35,SUCEAVA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,6,,BARTÓK,ENIKŐ-MÁRIA,SENAT,2
35,SUCEAVA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,6,,SERES,SZABOLCS,SENAT,3
35,SUCEAVA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,6,,CSISZÉR,MÁRTA,SENAT,4
35,SUCEAVA,UNIUNEA SALVAȚI ROMÂNIA,4,,POPESCU,NICOLAE-DANIEL,SENAT,1
35,SUCEAVA,UNIUNEA SALVAȚI ROMÂNIA,4,,CRĂIUȚ,ADRIANA-VALERICA,SENAT,2
35,SUCEAVA,UNIUNEA SALVAȚI ROMÂNIA,4,,COZMA,ANAMARIA,SENAT,3
35,SUCEAVA,UNIUNEA SALVAȚI ROMÂNIA,4,,COCUȚA-PITICARI,CRISTINA,SENAT,4
35,SUCEAVA,UNIUNEA SALVAȚI ROMÂNIA,4,,SASCĂU,SEBASTIAN,SENAT,5
35,SUCEAVA,UNIUNEA SALVAȚI ROMÂNIA,4,,ȘVEDUNEAC,LAURA,SENAT,6
36,TELEORMAN,ALIANȚA NAȚIONAL CREȘTINĂ,10,,BUNEA,STELUȚA-IRINA,SENAT,1
36,TELEORMAN,ALIANȚA NAȚIONAL CREȘTINĂ,10,,RUSIN,COSTICĂ,SENAT,2
36,TELEORMAN,ALIANȚA NAȚIONAL CREȘTINĂ,10,,BOBEȘ,LAURENȚIU,SENAT,3
36,TELEORMAN,ALIANȚA NAȚIONAL CREȘTINĂ,10,,GÎDEA,MARIOARA,SENAT,4
36,TELEORMAN,ALIANȚA PENTRU UNIREA ROMÂNILOR,4,,POPESCU,EUGEN-TIBERIU,SENAT,1
36,TELEORMAN,ALIANȚA PENTRU UNIREA ROMÂNILOR,4,,BARBU,ALINA-RODICA,SENAT,2
36,TELEORMAN,ALIANȚA PENTRU UNIREA ROMÂNILOR,4,,URZICEANU,NELU,SENAT,3
36,TELEORMAN,ALIANȚA PENTRU UNIREA ROMÂNILOR,4,,GONGONE,DORIN,SENAT,4
36,TELEORMAN,CANDIDAT INDEPENDENT,21,,LUNGU,IULIAN,SENAT,1
36,TELEORMAN,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,12,,HOGIA,VASILE,SENAT,1
36,TELEORMAN,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,12,,MERCA,GHEORGHIȚĂ-MĂDĂLIN,SENAT,2
36,TELEORMAN,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,12,,BUZATU,POMPILIA,SENAT,3
36,TELEORMAN,FORȚA DREPTEI,5,,DUMITRAȘCU,CĂTĂLIN-ALEXANDRU,SENAT,1
36,TELEORMAN,FORȚA DREPTEI,5,,SANDU,ANDREI-ALEXANDRU,SENAT,2
36,TELEORMAN,FORȚA DREPTEI,5,,SITARU,ALINA-IONELA,SENAT,3
36,TELEORMAN,FORȚA DREPTEI,5,,TULEA,CRISTIAN,SENAT,4
36,TELEORMAN,PARTIDUL ECOLOGIST ROMÂN,9,,IGNAT,STELIAN,SENAT,1
36,TELEORMAN,PARTIDUL LIGA ACȚIUNII NAȚIONALE,13,,STAICU,CONSTANTIN,SENAT,1
36,TELEORMAN,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,8,,MĂNĂILĂ,ION,SENAT,1
36,TELEORMAN,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,8,,VĂLEAN,LORENA-ECATERINA,SENAT,2
36,TELEORMAN,PARTIDUL NAȚIONAL LIBERAL,1,,BARBU,COSTEL,SENAT,1
36,TELEORMAN,PARTIDUL NAȚIONAL LIBERAL,1,,GHENE,ADRIAN,SENAT,2
36,TELEORMAN,PARTIDUL NAȚIONAL LIBERAL,1,,COMAN,MONICA,SENAT,3
36,TELEORMAN,PARTIDUL NAȚIONAL LIBERAL,1,,BULUMAC,FLORIN-GABRIEL,SENAT,4
36,TELEORMAN,PARTIDUL NOUA ROMÂNIE,11,,POPA,ILIE,SENAT,1
36,TELEORMAN,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,20,,HATMANU,LENUȚA IRINA,SENAT,1
36,TELEORMAN,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,20,,IRIMIEA,CRISTIAN-VASILE,SENAT,2
36,TELEORMAN,PARTIDUL ROMÂNIA ÎN ACȚIUNE,17,,DRĂGAN,VIOREL-GABRIEL,SENAT,1
36,TELEORMAN,PARTIDUL SOCIAL DEMOCRAT,6,,CATANA,CLAUDIU-DANIEL,SENAT,1
36,TELEORMAN,PARTIDUL SOCIAL DEMOCRAT,6,,CIUPERCEANU,IONUȚ-CIPRIAN,SENAT,2
36,TELEORMAN,PARTIDUL SOCIAL DEMOCRAT,6,,VIȘAN,IULIANA-VALENTINA,SENAT,3
36,TELEORMAN,PARTIDUL SOCIAL DEMOCRAT,6,,GÎLCĂ,CĂTĂLIN-IONUȚ,SENAT,4
36,TELEORMAN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,14,,JIANU,MUGUR-DRAGOȘ,SENAT,1
36,TELEORMAN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,14,,AL HADDAD,MIRELA,SENAT,2
36,TELEORMAN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,14,,CIUREZ,FLOREA,SENAT,3
36,TELEORMAN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,14,,STĂNESCU,CRISTIAN,SENAT,4
36,TELEORMAN,PARTIDUL SOCIAL DEMOCRAT UNIT,15,,MITROI,FLOREA,SENAT,1
36,TELEORMAN,PARTIDUL SOCIAL DEMOCRAT UNIT,15,,LEONTE,ROXANA-SIMONA-LETIȚIA,SENAT,2
36,TELEORMAN,PARTIDUL SOCIAL DEMOCRAT UNIT,15,,TUDOR,LIVIA,SENAT,3
36,TELEORMAN,PARTIDUL S.O.S. ROMÂNIA,19,,GICĂ,ALEXANDRU,SENAT,1
36,TELEORMAN,PARTIDUL S.O.S. ROMÂNIA,19,,FLOREA,MARIOARA,SENAT,2
36,TELEORMAN,PARTIDUL S.O.S. ROMÂNIA,19,,FLORESCU,VALENTIN,SENAT,3
36,TELEORMAN,PARTIDUL S.O.S. ROMÂNIA,19,,ROTARIU,MARIANA-VIORICA,SENAT,4
36,TELEORMAN,PATRIOȚII POPORULUI ROMÂN,7,,PAVELESCU,NICU-BOGDĂNEL,SENAT,1
36,TELEORMAN,ROMÂNIA SOCIALISTĂ,16,PARTIDUL SOCIALIST ROMÂN,TURCU,NICOLAE,SENAT,1
36,TELEORMAN,ROMÂNIA SOCIALISTĂ,16,PARTIDUL COMUNIST ROMÂN - SECOLUL XXI,DRAGOMAN,CRISTINA,SENAT,2
36,TELEORMAN,ROMÂNIA SOCIALISTĂ,16,PARTIDUL COMUNIST ROMÂN - SECOLUL XXI,CUCONU,CIPRIAN-AUGUSTIN,SENAT,3
36,TELEORMAN,ROMÂNIA SOCIALISTĂ,16,PARTIDUL COMUNIST ROMÂN - SECOLUL XXI,TRANDAFIR,CAMELIA ELENA,SENAT,4
36,TELEORMAN,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE,18,,JITEA,BOGDAN-ALEXANDRU,SENAT,1
36,TELEORMAN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,3,,TAIZS,JÁNOS,SENAT,1
36,TELEORMAN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,3,,PUSKÁS,ANNA,SENAT,2
36,TELEORMAN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,3,,DOMOKOS-FEJÉR,MELINDA,SENAT,3
36,TELEORMAN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,3,,LENGYEL,ELISABETA-IZABELLA,SENAT,4
36,TELEORMAN,UNIUNEA SALVAȚI ROMÂNIA,2,,UDROIU,CAMELIA-MONICA,SENAT,1
37,TIMIŞ,ALIANȚA NAȚIONAL CREȘTINĂ,18,,HEREC,LEONTIN-GHEORGHE,SENAT,1
37,TIMIŞ,ALIANȚA NAȚIONAL CREȘTINĂ,18,,URSU,BENIAMIN-DANIEL,SENAT,2
37,TIMIŞ,ALIANȚA NAȚIONAL CREȘTINĂ,18,,VLAD,DANIEL-VALER,SENAT,3
37,TIMIŞ,ALIANȚA NAȚIONAL CREȘTINĂ,18,,KILB,JANITA,SENAT,4
37,TIMIŞ,ALIANȚA PENTRU UNIREA ROMÂNILOR,1,,STOICA,CIPRIAN-TITI,SENAT,1
37,TIMIŞ,ALIANȚA PENTRU UNIREA ROMÂNILOR,1,,CIOBANU,CORNEL-DOLU,SENAT,2
37,TIMIŞ,ALIANȚA PENTRU UNIREA ROMÂNILOR,1,,POPOVICI,SNEJANA-IONELA,SENAT,3
37,TIMIŞ,ALIANȚA PENTRU UNIREA ROMÂNILOR,1,,PUTZ,MIHAI-VIOREL,SENAT,4
37,TIMIŞ,ALIANȚA PENTRU UNIREA ROMÂNILOR,1,,IANĂȘ,GIANINA-ILEANA,SENAT,5
37,TIMIŞ,ALIANȚA PENTRU UNIREA ROMÂNILOR,1,,LUPU,IULIAN-DANIEL,SENAT,6
37,TIMIŞ,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,11,,TĂTARU,MARIUS-IOAN,SENAT,1
37,TIMIŞ,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,11,,OLĂRAȘU,BIANCA-VICTORIA,SENAT,2
37,TIMIŞ,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,11,,IGNA,MIHAELA-NICOLETA,SENAT,3
37,TIMIŞ,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,11,,VERDEȘ,FLORIN-VALENTIN,SENAT,4
37,TIMIŞ,CANDIDAT INDEPENDENT,22,,STANCU,IOAN-AUREL,SENAT,1
37,TIMIŞ,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,21,,BODNĂRESCU,FLORIN,SENAT,1
37,TIMIŞ,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,21,,IVAN,ROXANA-LOREDANA,SENAT,2
37,TIMIŞ,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,21,,ENE,MELANIA-IULIANA,SENAT,3
37,TIMIŞ,FORȚA DREPTEI,2,,DUGULESCU,LIGIA-IUNIA,SENAT,1
37,TIMIŞ,FORȚA DREPTEI,2,,MAYOR,FERENC-MIHALY,SENAT,2
37,TIMIŞ,FORȚA DREPTEI,2,,FERARU,FLORIAN,SENAT,3
37,TIMIŞ,FORȚA DREPTEI,2,,CHIFOREANU,ION,SENAT,4
37,TIMIŞ,FORȚA DREPTEI,2,,ION,GEORGE-DAN,SENAT,5
37,TIMIŞ,FORȚA DREPTEI,2,,ZAVELIȚA,SORIN-ION,SENAT,6
37,TIMIŞ,PARTIDUL ECOLOGIST ROMÂN,16,,BILAN,IOAN,SENAT,1
37,TIMIŞ,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,20,,TÖRÖK,DOREL-IULIAN,SENAT,1
37,TIMIŞ,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,20,,ROȘU,GICĂ,SENAT,2
37,TIMIŞ,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,20,,DRĂGAN,MARCEL,SENAT,3
37,TIMIŞ,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,20,,BĂLOIU,CARLETA-SOFIA,SENAT,4
37,TIMIŞ,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,20,,PODOLEANU,OVIDIU-COSMIN,SENAT,5
37,TIMIŞ,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,20,,BOLDIZSÁR,SIMONA-NICOLINA,SENAT,6
37,TIMIŞ,PARTIDUL NAȚIONAL LIBERAL,4,,BLAGA,VASILE,SENAT,1
37,TIMIŞ,PARTIDUL NAȚIONAL LIBERAL,4,,TABĂRĂ-AMÂNAR,COSMIN- GABRIEL,SENAT,2
37,TIMIŞ,PARTIDUL NAȚIONAL LIBERAL,4,,FILIP,EMANUEL-DANIEL,SENAT,3
37,TIMIŞ,PARTIDUL NAȚIONAL LIBERAL,4,,MARANESCU,BIANCA-ELENA,SENAT,4
37,TIMIŞ,PARTIDUL NAȚIONAL LIBERAL,4,,BUCIU,ALEXANDRU-CLAUDIU,SENAT,5
37,TIMIŞ,PARTIDUL NAȚIONAL LIBERAL,4,,LUPULESCU,SAMUEL,SENAT,6
37,TIMIŞ,PARTIDUL NOUA ROMÂNIE,14,,BADEA,ROBERT-AUGUSTIN,SENAT,1
37,TIMIŞ,PARTIDUL OAMENILOR TINERI,8,,SIMIUȘCĂ,CORNELIU,SENAT,1
37,TIMIŞ,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,12,,JURMA,PAUL-OCTAVIAN,SENAT,1
37,TIMIŞ,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,12,,CAPLAT,ALEXANDRU,SENAT,2
37,TIMIŞ,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,12,,POPA,LAURENȚIU-ȘTEFAN,SENAT,3
37,TIMIŞ,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,12,,DANILIUC,ANDREEA-OTILIA,SENAT,4
37,TIMIŞ,PARTIDUL ROMÂNIA ÎN ACȚIUNE,15,,PĂTĂȘANU,CĂTĂLIN,SENAT,1
37,TIMIŞ,PARTIDUL ROMÂNIA ÎN ACȚIUNE,15,,BOJIN,MIHĂIȚĂ,SENAT,2
37,TIMIŞ,PARTIDUL ROMÂNIA ÎN ACȚIUNE,15,,LEUȘTEAN,IONELA-LOREDANA,SENAT,3
37,TIMIŞ,PARTIDUL ROMÂNIA ÎN ACȚIUNE,15,,PINTILIE,LIUDMILA,SENAT,4
37,TIMIŞ,PARTIDUL SOCIAL DEMOCRAT,6,,DOGARIU,EUGEN,SENAT,1
37,TIMIŞ,PARTIDUL SOCIAL DEMOCRAT,6,,BOJIN,TITU,SENAT,2
37,TIMIŞ,PARTIDUL SOCIAL DEMOCRAT,6,,MATEESCU,IOAN,SENAT,3
37,TIMIŞ,PARTIDUL SOCIAL DEMOCRAT,6,,POPOVICI,GABRIELA,SENAT,4
37,TIMIŞ,PARTIDUL SOCIAL DEMOCRAT,6,,URSULEȚU,LUCIAN-ELEODOR,SENAT,5
37,TIMIŞ,PARTIDUL SOCIAL DEMOCRAT,6,,CLAIN,ROMICĂ-ADRIAN,SENAT,6
37,TIMIŞ,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,17,,ROTARIU,LIA-SANDA,SENAT,1
37,TIMIŞ,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,17,,NICOLICEA-PAIDOLA,SORIN,SENAT,2
37,TIMIŞ,PARTIDUL SOCIAL DEMOCRAT UNIT,9,,IONIȚĂ,GHEORGHE,SENAT,1
37,TIMIŞ,PARTIDUL SOCIAL DEMOCRAT UNIT,9,,IONIȚĂ,ELENA-ZORIȚA,SENAT,2
37,TIMIŞ,PARTIDUL SOCIAL DEMOCRAT UNIT,9,,NICOLA,IOAN,SENAT,3
37,TIMIŞ,PARTIDUL SOCIAL DEMOCRAT UNIT,9,,MÎRZA,SIMION,SENAT,4
37,TIMIŞ,PARTIDUL SOCIAL DEMOCRAT UNIT,9,,STROE,IOAN-ȘTEFAN,SENAT,5
37,TIMIŞ,PARTIDUL SOCIAL DEMOCRAT UNIT,9,,ADUMITROAE,VASILE,SENAT,6
37,TIMIŞ,PARTIDUL S.O.S. ROMÂNIA,7,,SOCOL,ALIN-DANIEL,SENAT,1
37,TIMIŞ,PARTIDUL S.O.S. ROMÂNIA,7,,HAN,VASILICA,SENAT,2
37,TIMIŞ,PARTIDUL S.O.S. ROMÂNIA,7,,MUREȘAN,DORIAN,SENAT,3
37,TIMIŞ,PARTIDUL S.O.S. ROMÂNIA,7,,MICODIN,EVA-FLORICA,SENAT,4
37,TIMIŞ,PARTIDUL S.O.S. ROMÂNIA,7,,CEAUȘU,VIORICA,SENAT,5
37,TIMIŞ,PARTIDUL S.O.S. ROMÂNIA,7,,SLABU,CRINA,SENAT,6
37,TIMIŞ,PATRIOȚII POPORULUI ROMÂN,13,,MILOVANOV,IOVAN,SENAT,1
37,TIMIŞ,PATRIOȚII POPORULUI ROMÂN,13,,LUNGU,CĂTĂLIN-DANIEL,SENAT,2
37,TIMIŞ,PATRIOȚII POPORULUI ROMÂN,13,,NICULESCU,MARIUS-CRISTIAN,SENAT,3
37,TIMIŞ,PATRIOȚII POPORULUI ROMÂN,13,,OGĂȘANU,MIRELA,SENAT,4
37,TIMIŞ,ROMÂNIA SOCIALISTĂ,19,PARTIDUL SOCIALIST ROMÂN,UȚĂ,MARCELA,SENAT,1
37,TIMIŞ,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE,10,,RADA,MIHAI-DUMITRU,SENAT,1
37,TIMIŞ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,5,,IHASZ,IOAN,SENAT,1
37,TIMIŞ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,5,,FARKAS,IMRE,SENAT,2
37,TIMIŞ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,5,,PĂȘTEAN,ERIKA,SENAT,3
37,TIMIŞ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,5,,HALÁSZ,FRANCISC,SENAT,4
37,TIMIŞ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,5,,KAPOR,EVI,SENAT,5
37,TIMIŞ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,5,,KAPOR,ANTONIUS,SENAT,6
37,TIMIŞ,UNIUNEA SALVAȚI ROMÂNIA,3,,ȘIPOȘ,SORIN-GHEORGHE,SENAT,1
37,TIMIŞ,UNIUNEA SALVAȚI ROMÂNIA,3,,GÎRBEA,ALINA-ROXANA,SENAT,2
37,TIMIŞ,UNIUNEA SALVAȚI ROMÂNIA,3,,FLORONI,ERWIN,SENAT,3
37,TIMIŞ,UNIUNEA SALVAȚI ROMÂNIA,3,,CIOCAN,DANIELA-IOANA,SENAT,4
37,TIMIŞ,UNIUNEA SALVAȚI ROMÂNIA,3,,ILCA,CORNEL-FLORIN,SENAT,5
37,TIMIŞ,UNIUNEA SALVAȚI ROMÂNIA,3,,POPESCU,RALUCA,SENAT,6
38,TULCEA,ALIANȚA NAȚIONAL CREȘTINĂ,16,,RUNCEANU,CRISTIAN,SENAT,1
38,TULCEA,ALIANȚA NAȚIONAL CREȘTINĂ,16,,BALÂC,CERASELA,SENAT,2
38,TULCEA,ALIANȚA PENTRU UNIREA ROMÂNILOR,3,,CIOROMELEA,VALENTIN-RICĂ,SENAT,1
38,TULCEA,ALIANȚA PENTRU UNIREA ROMÂNILOR,3,,NACIADIS,IANCU,SENAT,2
38,TULCEA,ALIANȚA PENTRU UNIREA ROMÂNILOR,3,,SADÎCA,ZOICA,SENAT,3
38,TULCEA,ALIANȚA PENTRU UNIREA ROMÂNILOR,3,,CÂRLAN,CĂTĂLIN-GABRIEL,SENAT,4
38,TULCEA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,18,,STANCIU,DANIELA,SENAT,1
38,TULCEA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,12,,SOFICIUC-SINIȚA,LILIANA,SENAT,1
38,TULCEA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,12,,CIUCĂ,ION,SENAT,2
38,TULCEA,FORȚA DREPTEI,5,,CHIRIAC,AURELIAN,SENAT,1
